(220,115),(221,131),(190,142),(211,167),(249,151),(279,158),(221,184),(201,229),(186,260),(240,226),(254,260),
(221,116),(219,129),(193,142),(212,167),(249,152),(280,156),(221,183),(202,224),(189,261),(241,226),(254,260),
(221,114),(221,130),(190,143),(212,166),(247,153),(280,155),(224,185),(203,225),(189,260),(239,224),(254,260),
(221,115),(220,131),(190,143),(212,166),(242,158),(273,169),(221,185),(203,225),(189,261),(240,226),(254,261),
(222,115),(222,129),(191,143),(212,166),(242,158),(274,172),(222,185),(204,225),(190,260),(238,221),(254,259),
(221,116),(221,130),(189,142),(211,166),(242,158),(265,180),(222,186),(203,229),(189,259),(239,224),(254,259),
(221,115),(222,131),(191,143),(210,165),(242,155),(266,184),(222,183),(203,229),(189,261),(237,220),(252,257),
(220,115),(221,131),(190,141),(212,165),(243,158),(264,182),(222,186),(204,226),(190,260),(239,225),(255,261),
(220,115),(220,132),(190,143),(194,174),(242,160),(264,182),(222,184),(203,227),(189,260),(239,224),(254,260),
(221,115),(222,131),(189,142),(193,173),(242,158),(265,182),(222,185),(204,224),(189,261),(239,224),(253,261),
(221,114),(220,132),(188,141),(173,173),(243,158),(264,184),(221,185),(202,228),(190,261),(236,221),(253,259),
(222,114),(222,131),(189,141),(174,173),(241,157),(265,182),(222,183),(201,228),(189,261),(238,224),(254,258),
(221,114),(221,131),(188,127),(161,148),(240,155),(264,182),(221,184),(204,223),(186,258),(240,223),(254,261),
(221,115),(223,133),(188,128),(160,150),(238,155),(263,181),(223,182),(203,229),(189,260),(239,221),(253,260),
(222,115),(220,129),(188,128),(156,129),(241,159),(265,182),(220,186),(202,228),(188,260),(239,228),(253,261),
(221,116),(220,129),(183,127),(152,130),(240,156),(265,182),(222,183),(203,227),(189,261),(239,225),(254,261),
(221,115),(221,130),(187,120),(155,112),(240,156),(264,182),(222,186),(202,230),(189,260),(238,223),(253,261),
(220,116),(220,131),(186,119),(158,110),(242,157),(264,182),(221,183),(204,226),(189,262),(240,225),(254,262),
(216,167),(215,184),(184,179),(150,166),(251,189),(284,196),(218,236),(220,276),(177,281),(257,245),(265,287),
(214,168),(217,185),(180,177),(152,166),(254,191),(282,196),(217,236),(217,277),(180,282),(258,246),(262,286),
(215,167),(216,183),(181,178),(149,164),(251,190),(282,196),(217,235),(217,277),(175,280),(258,245),(266,286),
(216,167),(217,183),(182,180),(150,164),(251,188),(283,198),(217,237),(218,277),(173,280),(259,244),(265,287),
(216,167),(216,185),(181,177),(151,164),(253,190),(283,197),(217,235),(220,277),(177,280),(260,246),(263,286),
(215,167),(217,184),(181,179),(151,167),(250,190),(283,197),(218,234),(219,280),(175,281),(258,243),(264,287),
(215,168),(218,184),(182,177),(149,166),(247,189),(278,194),(217,236),(220,276),(177,279),(259,246),(264,285),
(216,168),(216,184),(182,177),(150,165),(247,189),(284,197),(217,234),(219,277),(176,280),(258,243),(264,286),
(215,167),(215,185),(179,178),(150,167),(251,191),(287,197),(217,232),(219,276),(174,280),(258,246),(265,286),
(215,167),(217,184),(181,178),(151,165),(248,188),(284,196),(218,237),(220,276),(178,280),(257,246),(264,285),
(216,168),(216,185),(182,178),(151,164),(250,190),(282,196),(217,235),(218,277),(176,280),(257,245),(265,286),
(215,168),(216,185),(183,179),(149,165),(248,190),(284,196),(217,234),(219,277),(176,279),(257,245),(264,285),
(215,167),(216,183),(182,176),(150,165),(252,189),(283,198),(217,233),(220,277),(175,280),(259,244),(265,286),
(216,167),(217,183),(187,194),(149,199),(249,190),(281,196),(217,236),(219,275),(181,294),(255,254),(260,295),
(215,167),(216,184),(191,207),(161,224),(255,191),(283,197),(217,236),(219,278),(190,307),(245,265),(238,307),
(216,167),(215,185),(188,207),(162,223),(250,190),(284,198),(217,237),(220,278),(189,308),(246,265),(236,306),
(215,167),(217,185),(191,206),(160,224),(251,189),(282,197),(218,238),(219,278),(189,310),(247,267),(238,308),
(216,168),(217,183),(200,219),(184,243),(250,189),(284,198),(219,238),(220,281),(212,320),(242,270),(223,309),
(216,168),(217,184),(201,217),(184,242),(252,189),(284,197),(218,236),(219,281),(210,319),(241,273),(223,310)
(221,114),(220,131),(188,120),(155,111),(240,155),(264,182),(221,185),(204,226),(190,261),(239,225),(254,260),
(216,168),(215,184),(184,169),(169,139),(248,170),(261,138),(216,236),(257,250),(284,284),(260,237),(294,265),
(216,168),(217,184),(185,171),(170,140),(247,170),(263,140),(217,234),(251,261),(240,302),(258,244),(287,281),
(215,168),(216,184),(186,172),(168,140),(249,169),(261,140),(218,233),(250,262),(239,301),(258,244),(284,277),
(215,168),(216,184),(183,171),(169,141),(250,168),(263,140),(218,237),(239,270),(206,293),(260,246),(284,279),
(216,168),(216,183),(187,172),(170,140),(248,167),(263,139),(216,235),(241,268),(208,295),(257,244),(283,279),
(216,167),(216,183),(184,170),(171,140),(247,170),(262,138),(217,234),(238,269),(206,294),(258,244),(285,281),
(214,167),(217,183),(189,159),(168,135),(246,168),(262,140),(218,235),(220,276),(179,280),(259,244),(263,283),
(216,167),(217,183),(185,178),(152,165),(247,188),(282,197),(218,236),(221,276),(178,279),(259,244),(264,286),
(215,168),(218,184),(184,178),(150,165),(251,190),(282,196),(218,234),(220,275),(179,280),(256,246),(263,285),
(217,167),(216,183),(182,179),(150,166),(249,188),(284,195),(219,235),(220,277),(176,281),(258,246),(263,285),
(215,168),(216,185),(183,180),(148,166),(254,191),(284,196),(219,237),(220,277),(178,280),(257,243),(265,284),
(215,168),(216,181),(183,179),(153,165),(257,190),(281,195),(217,236),(218,278),(177,281),(259,244),(263,286),
(216,168),(216,184),(179,177),(150,166),(248,190),(282,195),(218,234),(218,276),(178,280),(259,245),(264,285),
(215,167),(215,183),(183,179),(153,166),(246,190),(283,197),(219,236),(220,276),(178,280),(258,245),(265,286),
(215,167),(216,184),(178,176),(149,164),(249,189),(284,197),(217,237),(221,277),(177,280),(260,245),(263,288),
(215,165),(219,182),(178,174),(151,166),(250,191),(282,198),(217,236),(219,276),(177,280),(257,243),(266,286),
(216,168),(218,182),(181,178),(150,165),(251,190),(285,197),(218,236),(219,276),(179,281),(259,246),(264,286),
(219,167),(216,184),(182,179),(149,164),(251,191),(284,197),(217,235),(218,276),(176,282),(260,245),(264,286),
(215,168),(215,183),(179,177),(148,163),(253,189),(284,197),(219,235),(220,276),(175,280),(261,246),(263,285),
(215,167),(217,182),(180,178),(151,166),(251,189),(284,196),(217,237),(219,277),(174,280),(257,246),(266,284),
(215,167),(218,185),(182,178),(150,165),(252,190),(282,196),(218,235),(220,276),(178,280),(258,244),(264,284),
(215,169),(215,184),(180,177),(149,164),(253,190),(282,197),(217,236),(219,277),(176,282),(258,247),(267,287),
(220,115),(222,131),(196,107),(172,85),(241,155),(268,180),(221,183),(202,228),(189,261),(240,228),(253,260),
(219,115),(220,132),(214,98),(206,64),(245,157),(268,181),(222,185),(202,227),(188,261),(239,223),(254,257),
(220,115),(222,130),(213,99),(203,66),(243,158),(269,180),(222,185),(203,226),(189,261),(239,223),(253,260),
(221,114),(221,130),(225,99),(229,62),(243,156),(271,182),(221,185),(202,227),(188,260),(240,229),(253,259),
(222,114),(221,130),(236,105),(255,70),(243,156),(268,181),(221,183),(218,189),(201,228),(188,260),(237,220),
(221,115),(223,130),(236,104),(254,71),(239,152),(268,180),(221,183),(201,228),(189,260),(238,224),(253,259),
(220,115),(221,128),(248,113),(279,95),(241,155),(267,180),(221,185),(203,226),(188,261),(240,226),(254,259),
(221,115),(220,130),(247,114),(278,94),(239,153),(268,178),(221,181),(203,224),(189,260),(237,223),(254,260),
(220,115),(221,129),(254,127),(289,125),(244,157),(268,181),(222,183),(202,227),(187,260),(238,223),(253,260),
(220,115),(221,129),(257,128),(287,125),(245,158),(268,181),(222,186),(202,227),(189,260),(237,222),(252,260),
(221,114),(221,129),(243,158),(267,180),(254,139),(287,148),(221,186),(202,226),(187,262),(238,224),(253,262),
(220,114),(222,130),(241,155),(269,180),(255,139),(289,149),(222,182),(204,226),(189,261),(239,225),(254,262),
(221,115),(222,130),(248,152),(275,172),(244,159),(268,180),(222,185),(201,230),(188,260),(238,220),(253,260),
(220,115),(221,131),(251,154),(274,172),(247,161),(268,179),(221,184),(202,228),(189,260),(239,220),(254,260),
(221,115),(221,131),(233,169),(243,196),(243,158),(268,180),(221,186),(203,227),(190,261),(239,222),(253,262),
(221,115),(220,128),(232,167),(242,195),(245,160),(268,180),(222,185),(202,226),(188,260),(239,224),(254,260),
(221,115),(222,131),(209,166),(202,197),(243,157),(269,180),(222,184),(202,227),(188,261),(240,224),(256,260),
(221,115),(223,131),(211,163),(203,198),(243,159),(269,181),(222,186),(202,228),(188,262),(240,223),(253,261),
(221,115),(221,133),(204,164),(187,193),(246,160),(268,181),(222,185),(202,228),(190,260),(238,221),(252,261),
(221,116),(221,130),(193,150),(164,169),(249,151),(276,171),(221,182),(202,230),(189,261),(237,224),(253,260),
(222,115),(220,131),(191,150),(167,168),(248,153),(277,170),(221,185),(202,227),(189,261),(242,229),(254,262),
(221,116),(221,131),(186,134),(153,137),(256,136),(286,137),(221,185),(204,223),(189,261),(239,223),(254,260),
(220,115),(221,130),(187,132),(155,136),(254,138),(289,136),(221,183),(201,229),(187,261),(239,226),(253,259),
(221,114),(222,131),(185,115),(158,103),(253,118),(280,98),(221,183),(204,226),(188,260),(237,221),(251,260),
(221,116),(221,129),(185,114),(158,103),(252,116),(281,97),(219,186),(202,226),(188,259),(239,223),(254,261),
(219,130),(218,144),(186,131),(156,117),(249,131),(279,113),(221,195),(194,228),(163,260),(250,230),(278,259),
(219,132),(219,143),(182,130),(155,118),(249,134),(278,112),(221,199),(189,234),(163,261),(248,229),(279,260),
(219,135),(220,151),(188,137),(156,122),(252,136),(278,119),(219,202),(188,232),(158,262),(251,231),(285,259),
(219,135),(221,150),(183,134),(157,124),(250,138),(277,120),(219,203),(188,234),(157,261),(248,228),(285,257),
(219,135),(219,150),(184,136),(155,123),(249,138),(280,120),(218,203),(185,230),(153,254),(250,224),(291,250),
(220,135),(221,150),(187,137),(158,124),(252,137),(279,121),(218,205),(184,231),(153,255),(254,225),(289,249),
(216,145),(216,161),(185,147),(155,133),(250,147),(276,129),(217,212),(181,232),(143,255),(253,230),(294,250),
(216,145),(219,159),(185,146),(156,133),(249,147),(275,130),(217,212),(181,232),(145,254),(254,231),(295,248),
(216,156),(217,171),(181,154),(155,143),(251,156),(277,139),(217,223),(174,239),(137,252),(254,233),(299,244),
(217,168),(215,183),(180,168),(156,156),(246,172),(278,153),(216,234),(178,240),(133,247),(256,238),(302,240),
(217,168),(217,184),(181,168),(154,157),(248,171),(276,151),(217,236),(176,241),(132,248),(257,237),(301,241),
(217,168),(217,183),(184,170),(153,156),(248,171),(275,151),(216,232),(173,236),(131,239),(258,234),(301,236),
(216,168),(216,184),(180,167),(153,155),(246,171),(277,152),(217,233),(174,236),(132,238),(251,235),(301,235),
(216,168),(216,184),(181,168),(153,155),(248,170),(276,150),(217,233),(176,236),(130,239),(258,235),(300,235),
(216,168),(216,182),(181,167),(156,155),(249,170),(278,151),(217,235),(177,236),(131,239),(257,234),(301,235),
(216,168),(215,184),(178,167),(154,155),(248,169),(277,151),(217,233),(174,237),(132,239),(256,234),(299,235),
(216,168),(216,184),(183,168),(155,156),(251,169),(277,152),(216,233),(173,235),(131,238),(253,236),(302,236),
(215,169),(216,182),(183,168),(155,155),(249,168),(277,152),(217,233),(173,236),(131,238),(255,234),(302,236),
(216,169),(217,182),(186,171),(168,140),(246,171),(258,139),(216,235),(171,238),(132,239),(258,236),(302,236),
(217,168),(217,185),(183,169),(157,150),(249,169),(278,153),(217,236),(169,236),(132,240),(255,234),(302,234),
(216,167),(216,184),(184,170),(157,151),(250,169),(277,153),(217,231),(176,236),(132,239),(255,235),(302,236),
(216,168),(217,183),(187,170),(168,141),(248,171),(259,138),(216,233),(171,238),(132,239),(252,235),(300,235),
(205,168),(208,184),(174,175),(143,163),(238,164),(261,142),(216,233),(176,236),(131,238),(256,235),(304,235),
(205,171),(208,185),(174,176),(142,164),(236,166),(261,142),(217,232),(178,237),(132,240),(256,235),(300,235),
(205,169),(209,185),(171,174),(145,164),(238,165),(262,141),(216,232),(178,236),(134,239),(254,235),(301,236),
(187,175),(196,190),(160,190),(134,170),(216,164),(219,129),(215,235),(181,238),(136,238),(257,233),(302,234),
(194,172),(201,187),(167,184),(141,161),(225,165),(228,131),(215,231),(169,236),(131,239),(255,234),(301,233),
(194,171),(202,187),(164,182),(140,160),(225,163),(230,130),(218,233),(173,236),(134,238),(257,234),(300,235),
(200,170),(202,185),(169,179),(148,153),(231,164),(240,132),(216,233),(173,236),(132,239),(256,234),(299,235),
(201,170),(203,186),(171,179),(147,152),(231,164),(239,133),(215,232),(172,236),(132,239),(256,236),(302,236),
(215,168),(214,183),(184,172),(167,141),(243,171),(264,140),(216,233),(171,237),(132,238),(255,235),(302,235),
(213,168),(215,183),(184,169),(169,141),(246,168),(264,137),(218,233),(171,235),(132,238),(255,234),(301,234),
(229,169),(227,184),(198,164),(191,132),(262,177),(283,149),(217,233),(175,237),(132,240),(254,235),(301,236),
(229,169),(226,184),(200,166),(192,132),(257,177),(283,150),(217,232),(175,237),(132,240),(256,236),(302,236),
(246,175),(240,189),(218,164),(218,129),(275,188),(298,171),(218,234),(166,237),(132,240),(254,235),(298,235),
(245,175),(239,189),(217,164),(218,128),(274,190),(300,168),(219,233),(171,237),(133,237),(258,234),(300,235),
(234,170),(228,186),(203,164),(197,132),(263,180),(290,154),(218,234),(176,237),(130,237),(257,236),(300,235),
(219,167),(219,185),(189,168),(175,136),(254,171),(267,143),(217,233),(173,237),(131,239),(253,235),(301,236),
(219,168),(218,185),(190,169),(176,137),(253,170),(269,142),(217,232),(171,236),(131,239),(255,235),(302,235),
(202,170),(206,185),(174,179),(151,153),(235,164),(243,133),(217,233),(168,236),(132,238),(262,234),(301,234),
(201,171),(205,184),(175,179),(151,151),(235,165),(243,132),(218,233),(170,236),(133,239),(256,235),(301,236),
(190,174),(199,191),(162,186),(138,165),(223,162),(225,132),(217,233),(173,235),(133,240),(260,234),(300,235),
(191,173),(196,188),(163,186),(137,164),(220,162),(225,128),(216,233),(170,236),(131,240),(257,234),(302,236),
(207,169),(210,186),(176,175),(157,146),(239,166),(252,134),(216,234),(174,237),(128,238),(257,234),(303,235),
(207,169),(211,186),(176,174),(159,147),(240,165),(250,132),(217,233),(177,235),(132,239),(259,235),(300,234),
(215,167),(214,185),(184,171),(168,141),(251,170),(263,140),(219,233),(170,239),(129,237),(260,237),(302,236),
(213,169),(215,184),(183,170),(168,138),(247,168),(261,138),(216,231),(174,236),(131,239),(259,234),(302,235),
(214,167),(215,182),(183,171),(168,140),(247,169),(260,139),(217,234),(172,229),(133,224),(258,235),(304,235),
(214,168),(214,183),(183,170),(167,142),(248,167),(262,138),(216,232),(171,230),(132,223),(257,235),(303,233),
(214,167),(216,183),(183,169),(170,141),(247,169),(260,139),(217,232),(177,218),(138,201),(261,235),(303,234),
(214,169),(214,184),(184,171),(170,140),(248,169),(262,140),(216,235),(188,202),(161,172),(258,234),(300,236),
(214,168),(215,184),(184,172),(170,139),(247,168),(262,140),(218,234),(190,202),(161,170),(261,234),(299,234),
(214,168),(214,182),(185,172),(168,142),(246,167),(261,140),(217,232),(204,192),(196,151),(259,234),(301,235),
(213,167),(215,182),(184,170),(167,141),(246,170),(262,140),(218,234),(205,192),(196,154),(260,234),(303,234),
(214,166),(216,184),(183,171),(166,140),(246,171),(261,139),(217,233),(205,193),(194,153),(257,234),(300,235),
(215,165),(215,181),(185,171),(167,139),(247,169),(260,138),(216,234),(217,189),(216,151),(261,234),(304,236),
(214,168),(214,184),(185,171),(169,140),(246,168),(260,137),(216,234),(234,201),(255,160),(260,235),(302,235),
(213,168),(216,183),(186,172),(168,140),(247,168),(261,141),(217,232),(237,198),(253,159),(260,235),(303,236),
(213,168),(215,182),(184,169),(168,140),(246,168),(260,138),(218,234),(250,208),(284,180),(262,235),(301,236),
(214,168),(216,182),(185,171),(168,140),(246,169),(262,138),(219,236),(254,206),(283,181),(261,235),(302,235),
(214,167),(216,182),(184,170),(167,141),(245,168),(261,139),(217,234),(261,219),(298,206),(266,234),(302,235),
(214,168),(216,181),(184,171),(168,139),(245,168),(260,140),(218,232),(256,218),(297,204),(262,235),(302,236),
(214,167),(216,181),(185,171),(166,140),(247,169),(263,139),(218,234),(254,235),(300,238),(259,234),(302,234),
(214,167),(216,181),(184,172),(168,141),(245,169),(260,139),(217,234),(254,233),(301,234),(258,237),(302,238),
(215,169),(218,181),(186,172),(170,141),(249,168),(261,139),(216,235),(258,251),(284,284),(260,236),(293,265),
